172	47986
173	47312
174	45645
175	44212
176	47248
177	41765
178	40486
179	42645
180	44578
181	47344
182	43407
183	42806
184	47094
185	41785
186	40545
187	46910
188	46246
189	40549
190	39234
191	38769
192	39611
193	42574
194	39667
195	42237
196	39086
197	43099
198	36769
199	39813
200	39228
201	39171
202	38384
203	40650
204	37791
205	37353
206	39250
207	36662
208	34909
209	38381
210	37229
211	37350
212	38841
213	36223
214	35516
215	36223
216	37654
217	37301
218	34198
219	35276
220	31652
221	35376
222	35105
223	35815
224	34938
225	33965
226	38245
227	35617
228	35888
229	33549
230	33700
231	36737
232	34716
233	31241
234	30214
235	34281
236	33660
237	35343
238	31903
239	35724
240	31191
241	32018
242	32733
243	32734
244	30992
245	31962
246	32172
247	29237
248	27887
249	29147
250	29497
251	32142
252	33344
253	37309
254	33418
255	33102
256	35050
257	31277
258	31976
259	34455
260	31509
261	32777
262	28994
263	31706
264	30985
265	31355
266	30477
267	31223
268	28202
269	30088
270	32288
271	32014
272	30935
273	32522
274	29026
275	26905
276	28408
277	26878
278	28575
279	29151
280	27197
281	28906
282	30403
283	30459
284	31269
285	28612
286	28322
287	28741
288	28637
289	29084
290	29279
291	28947
292	28953
293	30063
294	27609
295	27905
296	25156
297	24672
298	26498
299	27502
300	27670
301	29554
302	27330
303	29743
304	31068
305	26096
306	27213
307	28984
308	27467
309	25993
310	24660
311	25085
312	26536
313	27475
314	25576
315	27465
316	29208
317	24749
318	24991
319	24288
320	27437
321	26663
322	27705
323	24197
324	26381
325	25206
326	26051
327	23739
328	25569
329	22628
330	24646
331	23873
332	25577
333	23153
334	23509
335	24899
336	21199
337	23640
338	21157
339	21947
340	22873
341	24101
342	20824
343	22176
344	22853
345	22336
346	22166
347	26010
348	24137
349	22180
350	20490
351	21937
352	20281
353	15554
354	20011
355	20879
356	20160
357	20001
358	21204
359	20380

General model Power1:
     f(x) = a*x^b
Coefficients (with 95% confidence bounds):
       a =   6.722e+06  (5.167e+06, 8.278e+06)
       b =     -0.9688  (-1.011, -0.9265)

Goodness of fit:
  SSE: 7.37e+08
  R-square: 0.9171
  Adjusted R-square: 0.9167
  RMSE: 1991
